// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is in the game client.

22115,MD_VADON_x100,Ancient Crustacean,Deep Sea Vadon,95,12000000,10,45000,45000,1,3890,1125,308,42,290,182,276,120,226,90,10,12,0,5,21,0x6203295,240,1305,345,540,0,0,0,0,0,0,0,991,20,960,4500,910,1500,2313,3,943,50,757,20,0,0,12615,2,0,0,0,0
22116,MD_MARSE_x100,Deepsea Marse,Deep Sea Marse,95,12000000,10,45000,45000,1,2500,4100,116,436,266,74,170,312,266,120,10,12,0,5,41,0x6203295,240,1564,604,528,0,0,0,0,0,0,0,1024,4500,962,1500,0,0,720,5,995,6,1007,3,514,150,12615,2,0,0,0,0
22117,MD_CRAB_x100,Deepsea Crab,Deep Sea Crab,95,12000000,10,45000,45000,1,3480,1170,272,30,244,108,168,74,196,130,7,12,0,5,21,0x6203295,160,793,633,360,0,0,0,0,0,0,0,964,2750,960,750,7049,350,1001,7,0,0,0,0,757,19,12615,2,0,0,0,0
22118,MD_CORNUTUS_x100,Deepsea Cornutus,Deep Sea Cornutus,100,16000000,10,45000,45000,1,5645,1185,684,96,244,174,270,132,274,150,10,12,0,5,21,0x6223295,160,998,38,480,0,0,0,0,0,0,0,991,23,961,2750,911,400,757,27,2106,3,943,500,0,0,12615,3,0,0,0,0
22119,MD_SHELLFISH_x100,Deepsea Shellfish,Deep Sea Shellfish,100,16000000,10,45000,45000,1,3600,5610,86,430,144,62,136,450,332,120,10,12,0,5,41,0x6253295,160,691,691,384,0,0,0,0,0,0,0,965,2750,966,500,7049,250,1056,500,1001,5,0,0,757,9,12615,2,0,0,0,0
22120,MD_KUKRE_x100,Ancient Kukre,Deep Sea Kukre,100,16000000,10,45000,45000,1,4875,590,246,66,250,160,224,120,204,60,10,12,0,4,21,0x6203295,120,1420,460,288,0,0,0,0,0,0,0,991,15,955,2750,910,200,528,250,0,0,928,225,623,10,12615,2,0,0,0,0
22121,MD_STROUF_x100,Ancient Sea Lord,Deep Sea Strouf,145,40000000,10,60000,60000,1,6000,17500,134,442,298,252,162,504,366,132,10,12,2,5,61,0x6203295,120,1497,537,384,0,0,0,0,0,0,0,951,2668,756,58,0,0,1461,1,949,1500,720,10,956,750,12614,3,0,0,0,0
22122,MD_SWORD_FISH_x100,Ancient Sword Fish,Deep Sea Sword Fish,145,40000000,10,60000,60000,1,9245,1175,510,34,310,312,230,170,388,130,10,12,2,5,41,0x6253295,160,1574,614,384,0,0,0,0,0,0,0,995,5,963,4500,756,17,2257,1,757,25,0,0,956,300,12614,3,0,0,0,0
22123,MD_MARC_x100,Ancient Seahorse,Deep Sea Marc,145,40000000,10,60000,60000,1,7115,1655,510,102,300,290,442,166,296,132,10,12,1,5,41,0x6203295,120,1017,57,480,0,0,0,0,0,0,0,995,9,956,4500,756,48,951,500,720,5,0,0,509,350,12612,3,0,0,0,0
22124,MD_ANOLIAN_x100,Mutant Anolian,Deep Sea Anolian,151,70000000,10,66000,66000,1,10610,1560,536,44,354,376,410,252,396,122,10,12,1,5,41,0x6223295,152,720,400,864,0,0,0,0,0,0,0,7003,2425,1754,1000,0,0,10019,5,16003,3,2625,1,984,67,12614,3,0,0,0,0
22125,MD_OBEAUNE_x100,Deepsea Mermaid,Deep Sea Obeaune,151,70000000,10,66000,66000,1,7510,19225,136,652,332,174,202,466,392,110,10,12,1,6,61,0x6203295,160,1497,537,288,0,0,0,0,0,0,0,995,7,950,4500,0,0,2326,5,720,5,951,250,748,15,12614,3,0,0,0,0
22126,MD_KAPHA_x100,Transform Kapha,Deep Sea Kapha,151,70000000,10,66000,66000,1,12950,1280,522,116,334,418,256,122,382,40,10,12,1,6,41,0x6203295,132,1609,1382,672,0,0,0,0,0,0,0,7149,3250,7053,1750,0,0,521,1150,708,1,1915,5,13008,3,12612,3,0,0,0,0
22127,COELACANTH_N_E_x100,Coelacanth,Coelacanth,100,120000000,10,12000000,12000000,1,6450,6450,560,560,320,320,320,320,320,320,10,12,2,5,41,0x6203695,132,691,691,432,0,0,0,0,0,0,0,12617,5000,12614,2000,12615,2000,12623,700,12614,2000,12615,2000,12615,2000,12615,2000,0,0,0,0
22128,COELACANTH_N_A_x100,Dark Coelacanth,Gloomy Coelacanth,100,220000000,10,30000000,30000000,1,9450,9450,560,560,320,320,320,320,320,320,10,12,2,5,41,0x6203695,132,691,691,432,0,0,0,0,0,0,0,12617,5000,12614,5000,12615,5000,12623,750,12614,5000,12615,5000,12615,5000,12615,5000,0,0,4527,1
22129,COELACANTH_N_M_x100,Grotesque Coelacanth,Weird Coelacanth,100,220000000,10,30000000,30000000,1,9450,9450,560,560,320,320,320,320,320,320,10,12,2,5,41,0x6203695,132,691,691,432,0,0,0,0,0,0,0,12617,5000,12614,5000,12615,5000,12623,5000,12614,5000,12615,5000,12615,5000,12615,5000,0,0,4526,1
22130,COELACANTH_H_M_x100,Mutant Coelacanth,Mutant Coelacanth,155,520000000,10,90000000,90000000,1,27500,27500,560,560,520,520,520,520,520,520,10,12,2,5,41,0x6203695,132,691,691,432,0,0,0,0,0,0,0,12617,7000,6423,7000,12612,5000,12623,5000,12614,5000,12615,5000,12615,5000,12615,5000,0,0,4528,1
22131,COELACANTH_H_A_x100,Ferocious Coelacanth,Violent Coelacanth,155,520000000,10,90000000,90000000,1,27500,27500,560,560,520,520,520,520,520,520,10,12,2,5,41,0x6203695,132,691,691,432,0,0,0,0,0,0,0,12617,7000,6423,5000,12612,5000,12623,5000,12614,5000,12615,5000,12615,5000,12615,5000,0,0,4529,1
22132,MD_SEAWEED_x100,Seaweed,Seaweed,100,10000000,10,0,0,1,5,5,2,2,2,2,2,2,2,2,0,0,0,5,21,0x6370084,1600,307,576,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22133,MD_OCTOPUS_x100,Small Octopus,Octopus,90,600000,10,120000,60000,1,3890,1125,308,42,290,182,276,120,226,90,10,12,0,5,41,0x6203295,240,460,1728,504,0,0,0,0,0,0,0,1024,2500,962,2500,0,0,0,0,0,0,0,0,0,0,12615,1,0,0,4533,1
22134,MD_OCTOPUS_LEG_x100,Octupus Leg,Octopus Leg,90,50000000,10,120000,60000,1,3890,1125,308,42,290,182,276,120,226,90,10,12,0,5,41,0x6200084,240,345,576,360,0,0,0,0,0,0,0,1024,4500,962,2500,938,2500,0,0,0,0,0,0,0,0,12615,1,0,0,0,0
22135,MD_GIANT_OCTOPUS_x100,Giant Octopus,Giant Octopus,95,50000000,10,1200000,600000,1,9500,6000,308,42,290,182,276,120,226,90,10,12,2,5,41,0x6203695,240,460,1267,360,0,0,0,0,0,0,0,12618,1500,12614,500,12623,250,12531,1500,0,0,0,0,12615,2000,12615,2000,0,0,4534,1
22136,MD_G_KUKRE_x100,Ancient Kukre,Kukre,100,16000000,10,0,0,1,4875,590,246,66,250,160,224,120,204,60,10,12,0,4,21,0x2003295,120,1420,460,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22137,MD_G_STROUF_x100,Ancient Sea Lord,Strouf,145,40000000,10,0,0,1,6000,17500,134,442,298,252,162,504,366,132,10,12,2,5,61,0x6203295,120,1497,537,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22138,RED_ERUMA_x100,Red Eruma,Red Eruma,91,990000,10,57240,57240,1,3100,1450,204,204,154,180,176,42,198,42,10,12,1,5,41,0x1089,112,614,979,432,0,0,0,0,0,0,0,965,2500,966,1000,1056,1500,757,50,756,50,603,10,6426,700,0,0,0,0,4531,1
22139,KING_DRAMOH_x100,King Kray,King Dramoh,117,2880000,0,201000,78000,1,6600,1650,960,44,238,88,300,178,260,88,10,12,2,5,41,0x6203695,112,460,576,720,0,0,0,0,0,0,0,6256,50,960,2500,943,2500,1523,25,7938,100,995,25,991,25,0,0,0,0,4524,1
22140,SIORAVA_x100,Siorava,Siorava,87,650000,10,36000,36000,1,2250,1050,40,80,20,80,132,140,134,20,10,12,0,0,21,0x83,200,1228,1036,576,0,0,0,0,0,0,0,12624,700,7005,500,932,500,958,500,7071,500,13034,1,0,0,0,0,0,0,4530,1
22141,SROPHO_x100,Sropho,Sropho,113,2400200,0,116040,114000,1,2855,2825,88,182,200,100,60,140,180,60,10,12,1,5,41,0x2003695,108,560,480,360,0,0,0,0,0,0,0,951,7000,7938,500,756,250,12012,25,1971,25,1972,10,0,0,0,0,0,0,4522,1
22142,KRAKEN_x100,Kraken,Kraken,124,560280000,0,58999920,57666660,3,19115,9150,110,458,300,300,300,360,360,300,10,12,2,5,81,0x6283695,120,614,614,576,491666,607,5500,617,2250,616,450,962,9000,1422,1000,1484,500,1131,300,2347,100,7444,5000,0,0,0,0,0,0,4525,1
22143,POT_DOFLE_x100,Pot Dofle,Pot Dofle,115,2521100,0,159000,81000,1,5440,1060,244,110,200,100,100,140,200,60,10,12,0,5,41,0x1089,108,614,614,576,0,0,0,0,0,0,0,1056,3000,7013,1000,1024,500,6257,100,969,2,617,1,0,0,0,0,0,0,4523,1
22144,SEDORA_x100,Sedora,Sedora,110,2205000,0,111180,104340,1,3790,2220,184,110,200,100,100,60,140,60,10,12,1,5,41,0x2003695,96,403,768,576,0,0,0,0,0,0,0,962,5000,1024,5000,6256,100,7939,100,2424,10,603,5,0,0,0,0,0,0,4521,1
22145,KRAKEN_LEG_x100,Kraken Leg,Kraken Tentacle,124,3919000,0,0,0,2,8425,2775,256,316,200,200,200,260,260,200,10,12,2,5,81,0x6203695,120,614,614,576,0,0,0,0,0,0,0,7565,10,6253,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22146,WILD_RIDER_x100,Wild Rider,Wild Rider,95,3330000,0,498000,198000,1,6600,1650,960,44,200,200,60,140,200,60,10,12,2,5,41,0x6203695,120,345,345,360,0,0,0,0,0,0,0,956,7000,12624,7000,720,4000,995,2000,7938,1000,617,1000,0,0,0,0,0,0,4532,1
22147,E_THIEF_BUG_x100,Thief Bug,Thief Bug,1,6000,10,1620,1200,1,5,5,4,10,12,2,2,0,12,10,10,12,1,3,21,0x2000081,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22148,XMAS_LUNATIC_x100,Xmas Lunatic,Christmas Snow Rabbit,1,6000,10,1620,1200,1,5,5,4,10,12,2,2,0,12,10,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22149,E_TEDDY_BEAR_x100,Teddy Bear,Christmas Teddy Bear,1,6000,10,1620,1200,1,5,5,4,10,12,2,2,0,12,10,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22150,E_KNIGHT_OF_WINDSTORM_x100,Knight of Windstorm,Stormy Knight,1,6000,10,1620,1200,1,25,50,4,10,12,2,2,0,12,10,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22151,M_WANDER_MAN_x100,Wander Man,Wanderer,1,6000,10,1620,1200,1,5500,1000,4,10,12,2,2,0,12,10,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22152,M_WICKED_NYMPH_x100,Wicked Nymph,Evil Nymph,1,6000,10,1620,1200,1,2100,1000,4,10,12,2,2,0,12,10,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22153,M_KASA_x100,Kasa,Kasa,1,6000,10,1620,1200,1,5500,1000,4,10,12,2,2,0,12,10,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22154,M_SALAMANDER_x100,Salamander,Salamander,1,6000,10,1620,1200,1,4500,1000,4,10,12,2,2,0,12,10,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22155,M_TEDDY_BEAR_x100,Teddy Bear,Teddy Bear,1,6000,10,1620,1200,1,3000,1000,4,10,12,2,2,0,12,10,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22156,E_OCTOPUS_LEG_x100,Octopus Leg,Octopus Tentacle,1,6000,10,1620,1200,1,65,40,4,10,12,2,2,0,12,10,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22157,E_GIANT_OCTOPUS_x100,Giant Octopus,Giant Octopus,1,6000,10,1620,1200,1,65,40,4,10,12,2,2,0,12,10,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22158,E_QUVE_x100,Quve,Messenger of Devil,1,6000,10,1620,1200,1,65,40,4,10,12,2,2,0,12,10,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22159,RANDEL_x100,Randel,Randel,141,47874500,0,1942020,1443300,1,15275,6150,360,112,284,138,172,98,264,110,10,12,1,7,66,0x3095,136,60,307,288,0,0,0,0,0,0,0,7345,3000,6470,300,6471,300,985,100,617,10,1435,1,2162,1,0,0,0,0,4572,1
22160,FLAMEL_x100,Flamel,Flamel,141,31646800,0,1869960,1286700,1,10085,8010,186,80,276,158,124,106,164,96,10,12,1,7,63,0x3095,144,60,307,288,0,0,0,0,0,0,0,7345,3000,6470,300,6471,300,984,100,617,10,16010,10,15044,1,0,0,0,0,4570,1
22161,CELIA_x100,Celia,Celia,141,25314500,0,1326420,1141020,1,8060,12250,148,624,216,156,110,288,278,98,10,12,1,7,68,0x3295,120,921,307,288,0,0,0,0,0,0,0,7345,3000,6470,300,6471,300,985,100,1654,10,2853,10,18111,1,0,0,0,0,4568,1
22162,CHEN_x100,Chen,Chen,141,21872100,20000,1541040,1188600,1,12505,6240,250,112,252,148,142,246,198,130,10,12,1,6,81,0x3295,144,921,307,288,0,0,0,0,0,0,0,7347,2000,6470,300,6471,300,984,100,617,10,1814,10,1659,1,0,0,0,0,4569,1
22163,GERTIE_x100,Gertie,Gertie,141,26692600,0,1456020,1213980,1,18420,6035,216,20,290,174,118,134,254,152,10,12,1,6,85,0x2003095,144,60,307,288,0,0,0,0,0,0,0,7347,2000,6470,300,6471,300,985,100,617,10,13061,10,18109,1,0,0,0,0,4571,1
22164,ALPHOCCIO_x100,Alphoccio,Alphoccio,142,25620200,0,1331520,1219320,1,6365,15380,168,30,242,252,134,160,330,84,10,12,1,7,64,0x3095,144,60,307,288,0,0,0,0,0,0,0,7347,2000,6470,300,6471,300,984,100,617,10,1930,10,2161,1,0,0,0,0,4567,1
22165,TRENTINI_x100,Trentini,Trentini,142,20496200,0,959700,794880,1,5350,16030,140,24,242,252,134,160,330,84,10,12,1,7,64,0x3095,144,60,307,288,0,0,0,0,0,0,0,7347,2000,6470,300,6471,300,985,100,1984,10,2465,10,2892,1,0,0,0,0,4573,1
22166,G_RANDEL_x100,Paladin Randel,Paladin Randel,160,387000000,0,1080000,600000,1,27685,15085,1334,302,606,330,362,220,356,132,10,12,1,7,86,0x6203695,80,60,307,288,0,0,0,0,0,0,0,6224,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22167,G_FLAMEL_x100,Creator Flamel,Creator Flamel,160,223000000,0,1080000,600000,1,11775,12570,506,266,550,296,312,144,354,120,10,12,1,7,83,0x6203695,80,60,307,288,0,0,0,0,0,0,0,6223,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22168,G_CELIA_x100,Professor Celia,Professor Celia,160,184780400,0,1080000,600000,1,12405,15570,402,1086,330,380,284,472,398,186,10,12,1,7,88,0x6203695,120,921,307,288,0,0,0,0,0,0,0,6224,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22169,G_CHEN_x100,Champion Chen,Champion Chen,160,224935000,50000,1080000,600000,1,18085,9735,432,268,344,300,328,406,310,176,10,12,1,6,81,0x6203695,100,921,307,288,0,0,0,0,0,0,0,6223,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22170,G_GERTIE_x100,Stalker Gertie,Stalker Gertie,160,205727900,0,1080000,600000,1,30810,6370,502,214,422,362,228,166,450,120,10,12,1,6,85,0x6203695,80,60,307,288,0,0,0,0,0,0,0,6224,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22171,G_ALPHOCCIO_x100,Clown Alphoccio,Clown Alphoccio,160,189427800,0,1080000,600000,1,13205,18745,402,218,352,516,310,264,618,190,10,12,1,7,84,0x6203695,80,60,307,288,0,0,0,0,0,0,0,6223,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22172,G_TRENTINI_x100,Gypsy Trentini,Gypsy Trentini,160,189427800,0,1080000,600000,1,10080,20180,362,224,352,516,310,264,618,190,10,12,1,7,84,0x6203695,80,60,307,288,0,0,0,0,0,0,0,6224,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22173,B_RANDEL_x100,Paladin Randel,Paladin Randel,160,687000000,0,277290000,159840000,1,27685,15085,1334,302,606,330,362,220,356,132,10,12,1,7,86,0x6283695,80,60,307,288,2310750,617,5500,603,2250,732,450,12623,9000,12616,9000,616,9000,6224,9000,13062,5000,2160,5000,1490,5000,0,0,0,0,4565,1
22174,B_FLAMEL_x100,Creator Flamel,Creator Flamel,160,423000000,0,313414200,157821240,1,11775,12570,506,266,550,296,312,144,354,120,10,12,1,7,83,0x6283695,80,60,307,288,2611785,617,5500,603,2250,732,450,12623,9000,12616,9000,616,9000,6223,9000,1387,5000,1392,5000,1393,5000,0,0,0,0,4563,1
22175,B_CELIA_x100,Professor Celia,Professor Celia,160,384780400,0,301638480,150587520,1,12405,15570,402,1086,330,380,284,472,398,186,10,12,1,7,88,0x6283695,120,921,307,288,2513654,617,5500,603,2250,732,450,12623,9000,12616,9000,616,9000,6224,9000,2854,5000,1584,5000,2582,5000,0,0,0,0,4561,1
22176,B_CHEN_x100,Champion Chen,Champion Chen,160,424935000,50000,306814080,176098440,1,18085,9735,432,268,344,300,328,406,310,176,10,12,1,6,81,0x6283695,100,921,307,288,2556784,617,5500,603,2250,732,450,12623,9000,12616,9000,616,9000,6223,9000,1285,5000,1813,5000,16017,5000,0,0,0,0,4562,1
22177,B_GERTIE_x100,Stalker Gertie,Stalker Gertie,160,405727900,0,265241880,161476440,1,30810,6370,502,214,422,362,228,166,450,120,10,12,1,6,85,0x6283695,80,60,307,288,2210349,617,5500,603,2250,732,450,12623,9000,12616,9000,616,9000,6224,9000,13069,5000,13070,5000,1291,5000,0,0,0,0,4564,1
22178,B_ALPHOCCIO_x100,Clown Alphoccio,Clown Alphoccio,160,389427800,0,253562160,148138320,1,13205,18745,402,218,352,516,310,264,618,190,10,12,1,7,84,0x6283695,80,60,307,288,2113018,617,5500,603,2250,732,450,12623,9000,12616,9000,616,9000,6223,9000,18103,5000,1290,5000,1913,5000,0,0,0,0,4560,1
22179,B_TRENTINI_x100,Gypsy Trentini,Gypsy Trentini,160,389427800,0,267825480,153785760,1,10080,20180,362,224,352,516,310,264,618,190,10,12,1,7,84,0x6283695,80,60,307,288,2231879,0,0,0,0,0,0,12623,9000,12616,9000,616,9000,6224,9000,18103,5000,18110,5000,1963,5000,0,0,0,0,4566,1
22180,MD_DESERT_WOLF_x100,Desert Wolf,Desert Wolf,135,55157800,0,0,0,1,3380,295,302,78,186,138,126,122,164,84,10,12,1,6,20,0x6203695,160,896,336,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22181,MD_DESERT_WOLF_B_x100,Desert Wolf,Desert Wolf,130,27453100,0,0,0,1,165,40,26,0,20,24,16,10,34,14,10,12,0,6,20,0x6203695,240,1280,720,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22182,QUEST_CHEN_x100,Champion Chen,Dark Martial Arts Master,130,30000,10,0,0,1,515,115,50,112,244,162,166,260,402,122,10,12,1,7,81,0x6203695,240,160,614,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22183,EXP_TEST_x100,Exp Test,Experience Test,1,10000,10,6000,6000,1,40,5,4,10,12,2,2,0,12,10,10,12,1,7,21,0x83,320,800,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22184,Q_WOOTAN_FIGHTER_x100,Wootan Fighter,Wootan Fighter,95,900000,10,84000,120000,1,1275,180,206,16,126,28,72,10,124,30,10,12,1,7,43,0x83,160,729,1075,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22185,Q_INCREASE_SOIL_x100,Increase Soil,Mi Gao,95,2000000,10,84000,120000,1,1825,150,224,78,134,46,82,98,188,60,10,12,1,0,62,0x83,356,84,844,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22186,PYURIEL_x100,Pyuriel,Angry Student Pyuriel,141,220500000,10,90007380,72000000,2,12575,7565,776,412,392,262,250,552,802,312,10,12,1,7,83,0x6283695,80,460,1104,360,750061,12246,5000,617,5000,617,5000,12623,100,617,3000,616,500,12675,3000,12679,2000,12680,1000,0,0,0,0,0,0,4578,1
22187,LORA_x100,Lora,Warrior Laura,136,50025500,10,994020,827280,2,9925,8505,448,116,288,184,172,138,298,136,10,12,0,7,43,0x2003695,104,1280,345,360,0,0,0,0,0,0,0,12623,5,617,3000,616,50,12675,50,12679,500,12680,500,0,0,0,0,0,0,4579,1
22188,GIOIA_x100,Gioia,Gioia,146,250798900,10,90207060,78212820,1,5525,13005,872,436,360,402,312,380,598,154,10,12,2,0,84,0x6283695,80,1075,2073,432,751725,12246,5000,617,5000,617,5000,12623,100,617,3000,616,500,12675,3000,12679,2000,12680,1000,0,0,0,0,0,0,4576,1
22189,ELVIRA_x100,Elvira,Elvira,138,50176500,10,1070820,814140,3,3495,10505,342,136,378,210,184,170,396,144,10,12,0,0,64,0x2003695,96,704,979,360,0,0,0,0,0,0,0,12623,5,617,3000,616,50,12675,50,12679,500,12680,500,0,0,0,0,0,0,4577,1
22190,DAEHYON_x100,Daehyon,General Daehyun,142,250014800,10,90093660,76453200,2,13550,7050,988,246,232,246,308,198,434,196,10,12,2,7,62,0x6283695,80,720,633,432,750780,12246,5000,617,5000,617,5000,12623,100,617,3000,616,500,12675,3000,12679,2000,12680,1000,0,0,0,0,0,0,4574,1
22191,SOHEON_x100,Soheon,Samurai Soheon,137,50201500,10,942900,752400,2,7955,5180,420,356,236,488,196,252,492,204,10,12,1,7,64,0x2003695,96,800,806,432,0,0,0,0,0,0,0,12623,5,617,3000,616,50,12675,50,12679,500,12680,500,0,0,0,0,0,0,4575,1
22192,KADES_x100,Kades,Dark Guardian Kades,143,250500000,10,96240000,78600000,1,11005,10005,958,524,382,446,374,310,724,326,10,12,2,0,67,0x6283695,80,720,518,480,802000,12246,5000,617,5000,617,5000,12623,100,617,3000,616,500,12675,3000,12679,2000,12680,1000,0,0,0,0,0,0,4580,1
22193,RUDO_x100,Rudo,Rudo,135,50148900,10,817980,744540,1,7005,7505,392,192,212,130,122,84,250,144,10,12,0,8,66,0x2003695,96,1260,403,360,0,0,0,0,0,0,0,12623,5,617,3000,616,50,12675,50,12679,500,12680,500,0,0,0,0,0,0,4581,1
22194,I_PIAMETTE_x100,Piamette,Piamette,1,5000,0,0,0,1,35,50,0,10,2,2,2,2,12,60,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22195,I_PIAMETTE__x100,Piamette,Piamette,1,5000,0,0,0,1,35,50,0,10,2,2,2,2,12,60,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22196,I_GARDEN_KEEPER_x100,Garden Keeper,Garden Keeper,1,5000,0,0,0,1,35,50,0,10,2,2,2,2,12,60,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22197,G_GARDEN_KEEPER_x100,Garden Keeper,Garden Keeper,1,5000,0,0,0,1,35,50,0,10,2,2,2,2,12,60,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22198,I_GARDEN_WATCHER_x100,Garden Watcher,Garden Watcher,1,5000,0,0,0,1,35,50,0,10,2,2,2,2,12,60,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22199,G_GARDEN_WATCHER_x100,Garden Watcher,Garden Watcher,1,5000,0,0,0,1,35,50,0,10,2,2,2,2,12,60,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200,I_WISH_MAIDEN_x100,Wish Maiden,Wish Maiden,1,5000,0,0,0,1,35,50,0,10,2,2,2,2,12,60,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22201,I_ARMAIA_x100,Armaia,Armeyer Dinze,1,5000,0,0,0,1,35,50,0,10,2,2,2,2,12,60,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22202,I_ARMAIA__x100,Armaia,Armeyer Dinze,1,5000,0,0,0,1,35,50,0,10,2,2,2,2,12,60,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22203,I_EREND_x100,Erend,Errende Ebecee,1,5000,0,0,0,1,35,50,0,10,2,2,2,2,12,60,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22204,I_EREND__x100,Erend,Errende Ebecee,1,5000,0,0,0,1,35,50,0,10,2,2,2,2,12,60,10,12,1,3,21,0x83,320,1497,537,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
